step,token_id,token_str,logprob,surprisal,entropy,margin,top5_ids,top5_tokens,top5_logprobs
45,21621,rolled,-1.0392192602157593,1.0392192602157593,0.6497255563735962,0.29253852367401123,"[58199, 21621, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['umbles', 'rolled', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.43653905391693115, -1.0392192602157593, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
46,1555,Ġthrough,0.0,-0.0,-0.0,1.0,"[1555, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġthrough', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
47,279,Ġthe,0.0,-0.0,-0.0,1.0,"[279, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġthe', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
48,18266,Ġmoon,-4.092226028442383,4.092226028442383,2.256269931793213,0.004295423626899719,"[31349, 8770, 54826, 11422, 3363, 12737, 34928, 5213, 15376, 97383, 18266, 14708, 39313, 35612, 12584, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['Ġfog', 'Ġmist', 'Ġwinding', 'Ġrain', 'Ġcity', 'Ġshadow', 'Ġcob', 'Ġdim', 'Ġnarrow', 'Ġeerie', 'Ġmoon', 'Ġstreets', 'Ġcrowded', 'Ġshadows', 'Ġalle', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C']","[-1.6368695497512817, -1.6591912508010864, -1.7149945497512817, -2.284191370010376, -2.429279327392578, -2.808744430541992, -3.132404327392578, -3.4449045658111572, -3.8243696689605713, -3.8801729679107666, -4.092226028442383, -4.125709533691406, -4.382404327392578, -4.404726028442383, -4.672584533691406, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
49,32735,lit,0.0,-0.0,-0.0,1.0,"[32735, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['lit', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
50,14708,Ġstreets,-0.2236168384552002,0.2236168384552002,0.5009267330169678,0.5992429256439209,"[14708, 12584, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġstreets', 'Ġalle', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.2236168384552002, -1.6075470447540283, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
51,315,Ġof,-1.4087605476379395,1.4087605476379395,0.9290082454681396,0.3637234568595886,"[11, 315, 449, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","[',', 'Ġof', 'Ġwith', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.4973015785217285, -1.4087605476379395, -1.9147114753723145, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
52,67059,ĠUmb,-3.0799953937530518,3.0799953937530518,1.3352670669555664,0.15596982836723328,"[14937, 7793, 46207, 48580, 67059, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","['ĠAsh', 'ĠArg', 'ĠRaven', 'ĠRavens', 'ĠUmb', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']","[-0.836692214012146, -1.2831203937530518, -1.6737453937530518, -2.8791019916534424, -3.0799953937530518, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
53,969,ra,-0.12586794793605804,0.12586794793605804,0.3634612560272217,0.7634626030921936,"[969, 1059, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['ra', 'raw', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.12586794793605804, -2.134796380996704, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
54,4409,ĠCity,0.0,-0.0,-0.0,1.0,"[4409, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['ĠCity', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
55,11,",",-0.33903050422668457,0.33903050422668457,0.7757245302200317,0.5113527774810791,"[11, 13, 449, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[',', '.', 'Ġwith', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', '-', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[-0.33903053402900696, -1.6039135456085205, -2.4484055042266846, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
56,1077,Ġher,0.0,-0.0,-0.0,1.0,"[1077, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġher', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
57,6548,Ġeyes,-0.047091931104660034,0.047091931104660034,0.247330904006958,0.9366431832313538,"[6548, 54352, 27989, 60220, 17676, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","['Ġeyes', 'Ġtrench', 'Ġkeen', 'Ġpiercing', 'Ġsharp', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']","[-0.04709192365407944, -4.053788661956787, -4.3328070640563965, -4.701110363006592, -5.047091960906982, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
58,36201,Ġscanning,-0.05959850177168846,0.05959850177168846,0.22103050351142883,0.8842855095863342,"[36201, 8521, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġscanning', 'Ġfixed', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.05959850177168846, -2.8497767448425293, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
59,279,Ġthe,0.0,-0.0,-0.0,1.0,"[279, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġthe', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
60,35612,Ġshadows,-0.5550794005393982,0.5550794005393982,1.3565205335617065,0.40012693405151367,"[35612, 12584, 39313, 56705, 31349, 54050, 15376, 89417, 34928, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['Ġshadows', 'Ġalle', 'Ġcrowded', 'Ġrooft', 'Ġfog', 'Ġalley', 'Ġnarrow', 'Ġcrumbling', 'Ġcob', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I']","[-0.5550793409347534, -1.7492761611938477, -2.262669563293457, -2.6867761611938477, -3.4233827590942383, -3.769364356994629, -4.751507759094238, -4.773829460144043, -4.941239356994629, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
